temperature,heat_capacity
1000.0,41.27503319479282
1001.0,41.287857070354455
1002.0,41.300679782739294
1003.0,41.313501305638155
1004.0,41.32632161277684
1005.0,41.33914067792909
1006.0,41.35195847489483
1007.0,41.36477497752803
1008.0,41.37759015971287
1009.0,41.39040399538116
1010.0,41.40321645850359
1011.0,41.41602752308573
1012.0,41.428837163188625
1013.0,41.44164535290663
1014.0,41.454452066376916
1015.0,41.46725727778347
1016.0,41.48006096135052
1017.0,41.49286309134844
1018.0,41.505663642089075
1019.0,41.5184625879353
1020.0,41.53125990329178
1021.0,41.54405556260254
1022.0,41.55684954036628
1023.0,41.56964181112417
1024.0,41.582432349462565
1025.0,41.59522113001661
1026.0,41.608008127473795
1027.0,41.62079331655305
1028.0,41.633576672039226
1029.0,41.64635816875415
1030.0,41.65913778157453
1031.0,41.67191548542248
1032.0,41.68469125527037
1033.0,41.697465066140964
1034.0,41.710236893105694
1035.0,41.72300671128189
1036.0,41.73577449584944
1037.0,41.748540222026236
1038.0,41.76130386508697
1039.0,41.77406540035901
1040.0,41.78682480321757
1041.0,41.79958204909427
1042.0,41.812337113470605
1043.0,41.82508997187851
1044.0,41.83784059990598
1045.0,41.850588973193794
1046.0,41.86333506743713
1047.0,41.876078858377696
1048.0,41.88882032182357
1049.0,41.90155943362584
1050.0,41.91429616969292
1051.0,41.92703050599375
1052.0,41.93976241855019
1053.0,41.95249188343121
1054.0,41.965218876769754
1055.0,41.97794337475119
1056.0,41.99066535361841
1057.0,42.003384789672594
1058.0,42.0161016592646
1059.0,42.02881593880983
1060.0,42.04152760477366
1061.0,42.05423663368329
1062.0,42.06694300212522
1063.0,42.0796466867302
1064.0,42.092347664208155
1065.0,42.10504591131463
1066.0,42.11774140486274
1067.0,42.130434121722715
1068.0,42.14312403883743
1069.0,42.155811133185686
1070.0,42.16849538182356
1071.0,42.18117676186146
1072.0,42.19385525046618
1073.0,42.206530824868345
1074.0,42.219203462361854
1075.0,42.23187314028473
1076.0,42.24453983605348
1077.0,42.25720352713725
1078.0,42.2698641910635
1079.0,42.28252180542717
1080.0,42.295176347877955
1081.0,42.30782779613127
1082.0,42.3204761279553
1083.0,42.33312132119839
1084.0,42.345763353747785
1085.0,42.35840220355976
1086.0,42.37103784866531
1087.0,42.38367026714626
1088.0,42.39629943714229
1089.0,42.40892533686676
1090.0,42.421547944588774
1091.0,42.434167238643795
1092.0,42.44678319742452
1093.0,42.45939579939041
1094.0,42.47200502306906
1095.0,42.48461084703935
1096.0,42.49721324995011
1097.0,42.50981221052234
1098.0,42.5224077075194
1099.0,42.53499971978859
1100.0,42.54758822623255
1101.0,42.560173205819645
1102.0,42.57275463757847
1103.0,42.585332500607336
1104.0,42.59790677406525
1105.0,42.610477437175405
1106.0,42.623044469229896
1107.0,42.63560784958278
1108.0,42.648167557647916
1109.0,42.66072357290918
1110.0,42.67327587491733
1111.0,42.68582444328402
1112.0,42.69836925768753
1113.0,42.710910297873426
1114.0,42.72344754364663
1115.0,42.73598097488052
1116.0,42.748510571520875
1117.0,42.76103631356179
1118.0,42.773558181082926
1119.0,42.78607615421648
1120.0,42.79859021316808
1121.0,42.811100338198685
1122.0,42.82360650964658
1123.0,42.83610870790668
1124.0,42.848606913448904
1125.0,42.86110110680387
1126.0,42.873591268569896
1127.0,42.88607737940271
1128.0,42.89855942004312
1129.0,42.91103737128158
1130.0,42.92351121398073
1131.0,42.93598092906903
1132.0,42.9484464975438
1133.0,42.960907900463454
1134.0,42.973365118959975
1135.0,42.985818134221674
1136.0,42.99826692751996
1137.0,43.01071148017444
1138.0,43.023151773577474
1139.0,43.0355877891979
1140.0,43.048019508564636
1141.0,43.06044691326147
1142.0,43.07286998495606
1143.0,43.085288705377536
1144.0,43.097703056321414
1145.0,43.11011301964882
1146.0,43.122518577284346
1147.0,43.134919711224924
1148.0,43.14731640353652
1149.0,43.15970863634874
1150.0,43.17209639185002
1151.0,43.18447965231151
1152.0,43.19685840005699
1153.0,43.20923261748851
1154.0,43.22160228706839
1155.0,43.2339673913219
1156.0,43.246327912855705
1157.0,43.25868383432476
1158.0,43.27103513846988
1159.0,43.2833818080842
1160.0,43.29572382603065
1161.0,43.308061175246635
1162.0,43.32039383872742
1163.0,43.33272179954488
1164.0,43.3450450408254
1165.0,43.357363545768635
1166.0,43.369677297645225
1167.0,43.381986279789416
1168.0,43.394290475594076
1169.0,43.406589868534155
1170.0,43.41888444213861
1171.0,43.43117418000918
1172.0,43.44345906581468
1173.0,43.45573908328505
1174.0,43.4680142162245
1175.0,43.48028444849832
1176.0,43.49254976404099
1177.0,43.504810146854595
1178.0,43.517065581000985
1179.0,43.52931605061748
1180.0,43.54156153990438
1181.0,43.55380203312733
1182.0,43.56603751461762
1183.0,43.5782679687763
1184.0,43.590493380062725
1185.0,43.60271373301754
1186.0,43.61492901223548
1187.0,43.62713920237603
1188.0,43.63934428817284
1189.0,43.651544254423115
1190.0,43.6637390859827
1191.0,43.67592876779171
1192.0,43.6881132848362
1193.0,43.70029262217203
1194.0,43.7124667649392
1195.0,43.724635698313904
1196.0,43.73679940756138
1197.0,43.74895787800058
1198.0,43.76111109502679
1199.0,43.77325904408393
1200.0,43.785401710704726
1201.0,43.797539080459686
1202.0,43.809671139009225
1203.0,43.82179787206271
1204.0,43.83391926540918
1205.0,43.84603530487975
1206.0,43.8581459764046
1207.0,43.8702512659445
1208.0,43.882351159543596
1209.0,43.89444564331443
1210.0,43.906534703417265
1211.0,43.918618326093096
1212.0,43.930696497641804
1213.0,43.942769204426185
1214.0,43.95483643287585
1215.0,43.96689816948691
1216.0,43.97895440080869
1217.0,43.99100511347196
1218.0,44.003050294160644
1219.0,44.01508992961986
1220.0,44.027124006669865
1221.0,44.039152512183335
1222.0,44.05117543310608
1223.0,44.06319275644073
1224.0,44.07520446925942
1225.0,44.087210558693876
1226.0,44.09921101194166
1227.0,44.11120581625691
1228.0,44.123194958969506
1229.0,44.13517842745978
1230.0,44.14715620918226
1231.0,44.15912829164842
1232.0,44.17109466243021
1233.0,44.18305530916865
1234.0,44.195010219562405
1235.0,44.20695938138152
1236.0,44.21890278243869
1237.0,44.23084041063569
1238.0,44.2427722539184
1239.0,44.25469830030197
1240.0,44.26661853785622
1241.0,44.278532954725186
1242.0,44.29044153910322
1243.0,44.30234427925686
1244.0,44.314241163500725
1245.0,44.32613218022729
1246.0,44.338017317881764
1247.0,44.34989656496718
1248.0,44.36176991005417
1249.0,44.37363734177509
1250.0,44.38549884882318
1251.0,44.39735441994777
1252.0,44.40920404396101
1253.0,44.42104770973684
1254.0,44.43288540621381
1255.0,44.444717122385455
1256.0,44.45654284730384
1257.0,44.46836257009075
1258.0,44.480176279920826
1259.0,44.49198396603097
1260.0,44.503785617712424
1261.0,44.51558122433043
1262.0,44.52737077529824
1263.0,44.53915426008956
1264.0,44.55093166824085
1265.0,44.562702989345254
1266.0,44.57446821305993
1267.0,44.58622732910147
1268.0,44.59798032723697
1269.0,44.60972719729882
1270.0,44.62146792918044
1271.0,44.63320251283044
1272.0,44.64493093825246
1273.0,44.65665319551971
1274.0,44.66836927475234
1275.0,44.68007916613558
1276.0,44.6917828599107
1277.0,44.70348034637793
1278.0,44.71517161588989
1279.0,44.726856658865884
1280.0,44.73853546577555
1281.0,44.75020802715095
1282.0,44.761874333581716
1283.0,44.77353437570941
1284.0,44.78518814423859
1285.0,44.79683562992352
1286.0,44.80847682358623
1287.0,44.820111716095774
1288.0,44.8317402983848
1289.0,44.84336256143626
1290.0,44.854978496291835
1291.0,44.866588094052496
1292.0,44.87819134587174
1293.0,44.889788242966155
1294.0,44.90137877659372
1295.0,44.912962938082785
1296.0,44.92454071880847
1297.0,44.936112110207716
1298.0,44.9476771037672
1299.0,44.95923569103013
1300.0,44.9707878635967
1301.0,44.98233361312387
1302.0,44.99387293132036
